05:37:03.304 : RiddlerController.RiddleForm.RiddleForm()-started
05:37:03.361 : RiddlerController.RiddleForm.RiddleForm()-ended
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-started
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-ended
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:37:04.316 : RiddleController.Form1.activateRiddle()
05:37:04.318 : RiddleController.Form1.activateRiddle()-before rf.show()
05:37:04.383 : RiddleController.Form1.activateRiddle()-after rf.show()
05:37:04.384 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:37:04.403 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:37:04.404 : After Run
05:40:26.694 : RiddlerController.RiddleForm.RiddleForm()-started
05:40:26.740 : RiddlerController.RiddleForm.RiddleForm()-ended
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-started
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-ended
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:40:27.700 : RiddleController.Form1.activateRiddle()
05:40:27.701 : RiddleController.Form1.activateRiddle()-before rf.show()
05:40:27.747 : RiddlerController.RiddleOnlyLetter.RiddleOnlyLetter_Load()-started
05:40:27.763 : RiddleController.Form1.activateRiddle()-after rf.show()
05:40:27.764 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:40:27.787 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:40:27.787 : After Run
05:44:53.045 : RiddlerController.RiddleForm.RiddleForm()-started
05:44:53.088 : RiddlerController.RiddleForm.RiddleForm()-ended
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-started
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-ended
05:44:54.056 : RiddleController.Form1.activateRiddle()
05:44:54.058 : RiddleController.Form1.activateRiddle()-before rf.show()
05:44:54.115 : RiddleController.Form1.activateRiddle()-after rf.show()
05:44:54.116 : After Run
05:45:12.903 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:12.948 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:12.952 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:12.953 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:13.913 : RiddleController.Form1.activateRiddle()
05:45:13.914 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:13.971 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:13.973 : After Run
05:45:52.137 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:52.169 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:52.174 : RiddlerController.RiddleForm.setup_riddle()-started
05:45:52.175 : RiddlerController.RiddleForm.setup_riddle()-ended
05:45:53.154 : RiddleController.Form1.activateRiddle()
05:45:53.156 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:53.203 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:53.204 : After Run
05:46:00.877 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
08:56:01.228 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.261 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.293 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.326 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.359 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.392 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.424 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.457 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.490 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.523 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.555 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.589 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.622 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.654 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.655 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.688 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.690 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.720 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.721 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.753 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.755 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.785 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.786 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.818 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.820 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.850 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.851 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.883 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.884 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.916 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.918 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.949 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.951 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:01.982 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:01.984 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.015 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.016 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.048 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.049 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.081 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.082 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.113 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.115 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.145 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.147 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.179 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.180 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.212 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.213 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.244 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.245 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.277 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.278 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.310 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.311 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.343 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.344 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.376 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.378 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.408 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.410 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.441 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.442 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.473 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.475 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.506 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.507 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.538 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.540 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.572 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.574 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.605 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.606 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.637 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.639 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.670 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.671 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.704 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.705 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.735 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.737 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.769 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.770 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.801 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.803 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:56:02.834 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:56:02.835 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=I, e.KeyValue=73)
08:57:15.618 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:15.619 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
08:57:16.114 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.147 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.179 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.211 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.244 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.278 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.310 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.345 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.375 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.409 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.442 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.474 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.509 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.539 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.573 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.604 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.638 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.671 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.736 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.736 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
08:57:16.768 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.800 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.833 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.865 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.900 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.932 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.965 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:16.998 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.031 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.064 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.096 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.129 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.164 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.194 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.227 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.260 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.293 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.326 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.358 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.391 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.424 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.457 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.489 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.523 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.555 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.588 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.621 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.653 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.686 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.719 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.751 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.812 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.814 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=K, e.KeyValue=75)
08:57:17.846 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.852 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.881 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.914 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.948 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:17.981 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.014 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.047 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.079 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.112 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.144 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.177 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.210 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.243 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.275 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.309 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.341 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.374 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.407 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.440 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.473 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.505 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.538 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.571 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.603 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.636 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.669 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.702 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.734 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:57:18.754 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.248 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.250 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:19.309 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.320 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.346 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.378 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.411 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.445 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.478 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.511 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.543 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.576 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.609 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.642 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.674 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.707 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.740 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.773 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.805 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.838 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.871 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.904 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.936 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:19.971 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.002 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.035 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.068 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.100 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.133 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.166 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.199 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.231 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.264 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.298 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.329 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.330 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.371 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.372 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.394 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.396 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.427 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.429 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.460 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.461 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.494 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.495 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.526 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.527 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.559 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.560 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.592 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.593 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.625 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:57:20.626 : SuspenderLib.EnglishSingleLetterForm.check_keystroke(e.KeyCode=J, e.KeyValue=74)
08:57:20.657 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=J, e.KeyValue=74)
